source_facility_type,odhf_facility_type,latitude,longitude
long-term care home,Nursing and residential care facilities,43.68434358,-79.51869943
community support service,Ambulatory health care services,46.49389698,-80.99034218
long-term care home,Nursing and residential care facilities,43.86143002,-79.31443048
community health centre,Ambulatory health care services,43.71953449,-79.44494411
retirement home,Nursing and residential care facilities,45.38226995,-75.77171846
community support service,Ambulatory health care services,43.68689667,-79.75928921
community support service,Nursing and residential care facilities,43.1576075,-79.38808084
,Nursing and residential care facilities,49.222657,-123.048
active acute hospital,Hospitals,,
mental health and addiction organization,Ambulatory health care services,43.65127938,-79.41224359
cancer,Hospitals,43.6580743,-79.3905974
general,Hospitals,43.6591111,-79.3882094
general,Hospitals,43.6537025,-79.4060937
family health team - contract,Ambulatory health care services,45.42176396,-75.68033753
community support service,Ambulatory health care services,43.65544169,-79.38896099
,Nursing and residential care facilities,49.440467,-123.718
community support service,Ambulatory health care services,43.4715994,-80.54578624
family health team - contract,Ambulatory health care services,44.58728061,-75.68466776
long-term care home,Nursing and residential care facilities,43.2502043,-79.0694642
family health team - contract,Ambulatory health care services,43.69817295,-80.3711916
community support service,Ambulatory health care services,49.07171986,-90.45705705
community support service,Ambulatory health care services,49.07171986,-90.45705705
retirement home,Nursing and residential care facilities,43.77087331,-79.23954525
retirement home,Nursing and residential care facilities,45.26106402,-75.76693035
retirement home,Nursing and residential care facilities,43.85502132,-79.46108083
community support service,Ambulatory health care services,43.70532049,-79.55183004
,Nursing and residential care facilities,49.2735362,-123.0314326
retirement home,Nursing and residential care facilities,45.03169903,-74.75048899
retirement home,Nursing and residential care facilities,45.25821857,-74.59763856
long-term care home,Nursing and residential care facilities,45.48637478,-77.6878502
long-term care home,Nursing and residential care facilities,43.0977475,-79.10129525
retirement home,Nursing and residential care facilities,45.33278774,-75.80368607
long-term care home,Nursing and residential care facilities,43.7708832,-79.44630321
community health centre,Ambulatory health care services,43.83562281,-79.53180675
long-term care home,Nursing and residential care facilities,43.87348751,-79.72446771
,Nursing and residential care facilities,49.2718494,-122.9623947
long-term care home,Nursing and residential care facilities,43.66830209,-79.41276169
mental health and addiction organization,Ambulatory health care services,45.41205255,-75.69862914
community support service,Ambulatory health care services,45.40829155,-75.71878234
long-term care home,Nursing and residential care facilities,43.25834859,-79.8542586
retirement home,Nursing and residential care facilities,44.61639315,-79.41805888
retirement home,Nursing and residential care facilities,43.13948653,-80.75615207
,Nursing and residential care facilities,49.129687,-123.92464
long-term care home,Nursing and residential care facilities,44.33869223,-78.74399304
retirement home,Nursing and residential care facilities,43.4468245,-80.49283142
retirement home,Nursing and residential care facilities,43.9655205,-78.16505992
retirement home,Nursing and residential care facilities,42.10341913,-83.10109981
long-term care home,Nursing and residential care facilities,44.391122,-79.69850695
mental health and addiction organization,Ambulatory health care services,43.88470215,-78.91099185
community support service,Ambulatory health care services,43.13684433,-80.75483167
community support service,Ambulatory health care services,43.38289006,-80.96231816
community support service,Ambulatory health care services,44.10247345,-77.57998934
active acute hospital,Nursing and residential care facilities,,
community support service,Ambulatory health care services,44.58161,-80.922726
community support service,Ambulatory health care services,42.99111468,-81.2105322
community support service,Ambulatory health care services,42.28629447,-82.95830968
community support service,Ambulatory health care services,44.3800749,-79.71536396
community support service,Ambulatory health care services,45.38423095,-75.61841611
retirement home,Nursing and residential care facilities,43.64134766,-79.89095674
retirement home,Nursing and residential care facilities,43.38794039,-80.33758986
community support service,Nursing and residential care facilities,43.71064079,-79.45648501
long-term care home,Nursing and residential care facilities,43.839618,-79.631803
retirement home,Nursing and residential care facilities,43.76663009,-79.60660827
retirement home,Nursing and residential care facilities,42.98443007,-79.24626358
retirement home,Nursing and residential care facilities,45.44481406,-75.60310711
long-term care home,Nursing and residential care facilities,43.61180807,-79.65152977
retirement home,Nursing and residential care facilities,43.23106209,-79.91453832
retirement home,Nursing and residential care facilities,43.74168081,-79.25075635
long-term care home,Nursing and residential care facilities,43.7661994,-79.57417395
long-term care home,Nursing and residential care facilities,45.36599844,-75.72703304
long-term care home,Nursing and residential care facilities,49.06971147,-81.0205333
retirement home,Nursing and residential care facilities,45.25351135,-75.11898973
retirement home,Nursing and residential care facilities,45.4905731,-74.99346311
family health team - contract,Ambulatory health care services,43.63813068,-79.41815949
retirement home,Nursing and residential care facilities,43.33535221,-79.89811232
retirement home,Nursing and residential care facilities,42.43530685,-81.88026626
retirement home,Nursing and residential care facilities,42.96834852,-82.40954717
retirement home,Nursing and residential care facilities,42.39392303,-82.21580016
retirement home,Nursing and residential care facilities,45.41027515,-75.68690653
mental health and addiction organization,Nursing and residential care facilities,42.77613274,-81.19235468
long-term care home,Nursing and residential care facilities,42.96819132,-82.40364827
community support service,Ambulatory health care services,45.41356995,-75.70634624
retirement home,Nursing and residential care facilities,43.41596933,-79.70567767
mental health and addiction organization,Nursing and residential care facilities,43.8076987,-79.63927978
retirement home,Nursing and residential care facilities,43.559595,-79.735105
